line,priority,category,current,action,target
5100,high,activity_heading,#### Scenario-Based Free Write (E1),Convert fake heading to activity component label,"Use an activity container/label. Separate activity family, activity title, and code metadata. Do not style as a structural heading."
5120,high,student_response_placeholder_label,**Draft Here**,Convert to placeholder/response field component,`placeholder` or response-label style. Visually quiet but clearly writable.
5125,high,activity_heading,#### Comparative Peer Review (F2),Convert fake heading to activity component label,"Use an activity container/label. Separate activity family, activity title, and code metadata. Do not style as a structural heading."
5137,high,activity_heading,#### Self-Editing Checklist (F3),Convert fake heading to activity component label,"Use an activity container/label. Separate activity family, activity title, and code metadata. Do not style as a structural heading."
5149,high,activity_heading,#### Editing Workshop — Paragraph-Level (G2),Convert fake heading to activity component label,"Use an activity container/label. Separate activity family, activity title, and code metadata. Do not style as a structural heading."
5162,high,student_response_placeholder_label,**Write Your Revised Version**,Convert to placeholder/response field component,`placeholder` or response-label style. Visually quiet but clearly writable.
5167,high,activity_heading,#### Real-World Task (H2),Convert fake heading to activity component label,"Use an activity container/label. Separate activity family, activity title, and code metadata. Do not style as a structural heading."
5178,high,student_response_placeholder_label,**Draft Here**,Convert to placeholder/response field component,`placeholder` or response-label style. Visually quiet but clearly writable.
5181,high,activity_heading,#### Homework Writing Task (H3),Convert fake heading to activity component label,"Use an activity container/label. Separate activity family, activity title, and code metadata. Do not style as a structural heading."
5191,high,student_response_placeholder_label,**Homework Draft**,Convert to placeholder/response field component,`placeholder` or response-label style. Visually quiet but clearly writable.
5194,high,activity_heading,#### Extension Task (H1),Convert fake heading to activity component label,"Use an activity container/label. Separate activity family, activity title, and code metadata. Do not style as a structural heading."
5233,high,activity_heading,#### Contrastive Warm-Up (A6),Convert fake heading to activity component label,"Use an activity container/label. Separate activity family, activity title, and code metadata. Do not style as a structural heading."
5251,high,activity_heading,#### Reading-to-Write Input (B6),Convert fake heading to activity component label,"Use an activity container/label. Separate activity family, activity title, and code metadata. Do not style as a structural heading."
5263,medium,bold_structural_label,"**Writing task:** Using only the information in the extract above, write a plain-language version of this policy requirement for a general staff audience. Your version should:",Convert bold paragraph label to semantic label,"Use compact label style, not ordinary bold body text competing with headings."
5274,high,activity_heading,#### Compare the Versions (B1),Convert fake heading to activity component label,"Use an activity container/label. Separate activity family, activity title, and code metadata. Do not style as a structural heading."
5276,low,bold_label_review,**Original (Too Technical)**,Review and convert if label is functioning structurally,Likely compact label/component style rather than ordinary bold body text.
5280,low,bold_label_review,**Improved (Plain-Language Policy Summary)**,Review and convert if label is functioning structurally,Likely compact label/component style rather than ordinary bold body text.
5294,high,process_rationale_callout,"> **Why this works:** The improved version is more accessible because it keeps the policy meaning intact while replacing specialist references with clear action-oriented explanation. It tells non-expert readers what is changing, why it matters, and what they need to do.",Convert blockquote to semantic callout AFTER model/instruction only,"`why-this-works`: writing-process rationale after a model, comparison, or worked example. Do not use for vocabulary/grammar contrast notes."
5300,low,theory_subsection,#### 1. Simplifying Technical References,Keep as true subsection but clean metadata,Keep as `####` only if it is a genuine Language Focus theory subsection. Move trailing activity code such as `(C3)` into muted metadata if possible.
5304,high,writing_goal_label,"**Writing goal:** Replace section numbers, annexes, and legal citations with plain descriptions of what they require.",Convert to writing-goal component,`writing-goal`: production target before writing task.
5306,medium,example_label,**Example:**,Convert to compact example label/component,`example` block only when the example is a full block; otherwise use inline label style.
5311,high,bold_activity_label,**Practice A — Simplify the Statement**,Convert bold activity label to activity component,Same rule as activity headings: separate family/title/code metadata.
5322,low,theory_subsection,#### 2. Explaining Purpose and Impact,Keep as true subsection but clean metadata,Keep as `####` only if it is a genuine Language Focus theory subsection. Move trailing activity code such as `(C3)` into muted metadata if possible.
5324,high,writing_goal_label,**Writing goal:** Help non-expert readers understand why the policy exists and what it will change for them.,Convert to writing-goal component,`writing-goal`: production target before writing task.
5326,medium,example_label,**Example:**,Convert to compact example label/component,`example` block only when the example is a full block; otherwise use inline label style.
5337,high,worked_example_label,**Worked example:**,Convert to worked-example component,`worked-example`: demonstrated process/model. Neutral/blue or green if showing correct model.
5345,high,bold_activity_label,**Practice B — Add a Purpose Statement**,Convert bold activity label to activity component,Same rule as activity headings: separate family/title/code metadata.
5356,low,theory_subsection,#### 3. Stating Required Actions Clearly,Keep as true subsection but clean metadata,Keep as `####` only if it is a genuine Language Focus theory subsection. Move trailing activity code such as `(C3)` into muted metadata if possible.
5360,high,writing_goal_label,**Writing goal:** Ensure non-expert readers know exactly what they need to do and when.,Convert to writing-goal component,`writing-goal`: production target before writing task.
5362,medium,example_label,**Example:**,Convert to compact example label/component,`example` block only when the example is a full block; otherwise use inline label style.
5373,high,bold_activity_label,**Practice C — Rewrite to Include the Required Action**,Convert bold activity label to activity component,Same rule as activity headings: separate family/title/code metadata.
5386,high,activity_heading,#### Rewrite the Model Text (D1),Convert fake heading to activity component label,"Use an activity container/label. Separate activity family, activity title, and code metadata. Do not style as a structural heading."
5398,high,student_response_placeholder_label,**Draft Here**,Convert to placeholder/response field component,`placeholder` or response-label style. Visually quiet but clearly writable.
5401,high,activity_heading,#### Format Conversion (D7),Convert fake heading to activity component label,"Use an activity container/label. Separate activity family, activity title, and code metadata. Do not style as a structural heading."
5403,high,transfer_reminder_callout,"> **Transfer reminder:** When you simplify a specialist bulletin, preserve what matters for the reader’s action. Change the wording and explanation density, but do not drop the deadline, the core requirement, or the consequence of non-action.",Convert to semantic transfer reminder,`transfer-reminder`: application/transfer prompt. Use orange/amber accent.
5424,high,student_response_placeholder_label,**Draft Here**,Convert to placeholder/response field component,`placeholder` or response-label style. Visually quiet but clearly writable.
5429,high,activity_heading,#### Role-Based Writing Task (E3),Convert fake heading to activity component label,"Use an activity container/label. Separate activity family, activity title, and code metadata. Do not style as a structural heading."
5431,low,bold_label_review,"> **Role reminder:** Your position in this task shapes how you write. You sit between the teams that produce policy and the offices that must implement it. Your job is not just to pass information on — it is to make sure that non-expert readers understand what is changing and what they need to do, w",Review and convert if label is functioning structurally,Likely compact label/component style rather than ordinary bold body text.
5454,high,student_response_placeholder_label,**Draft Here**,Convert to placeholder/response field component,`placeholder` or response-label style. Visually quiet but clearly writable.
5459,high,activity_heading,#### Guided Peer Review (F1),Convert fake heading to activity component label,"Use an activity container/label. Separate activity family, activity title, and code metadata. Do not style as a structural heading."
5471,high,activity_heading,#### Self-Editing Checklist (F3),Convert fake heading to activity component label,"Use an activity container/label. Separate activity family, activity title, and code metadata. Do not style as a structural heading."
5473,low,bold_label_review,"**How to use the checklist:** Each category reflects a major course skill strand: synthesis of inputs, professional tone, structure for the reader, justification of action, and next-step clarity. Use it to identify which strand is weakest before you revise.",Review and convert if label is functioning structurally,Likely compact label/component style rather than ordinary bold body text.
5488,high,activity_heading,#### Editing Workshop — Paragraph-Level (G2),Convert fake heading to activity component label,"Use an activity container/label. Separate activity family, activity title, and code metadata. Do not style as a structural heading."
5506,high,student_response_placeholder_label,**Write Your Revised Version**,Convert to placeholder/response field component,`placeholder` or response-label style. Visually quiet but clearly writable.
5511,high,activity_heading,#### Homework Writing Task (H3),Convert fake heading to activity component label,"Use an activity container/label. Separate activity family, activity title, and code metadata. Do not style as a structural heading."
5530,high,student_response_placeholder_label,**Homework Draft**,Convert to placeholder/response field component,`placeholder` or response-label style. Visually quiet but clearly writable.
5533,high,activity_heading,#### Extension Task (H1),Convert fake heading to activity component label,"Use an activity container/label. Separate activity family, activity title, and code metadata. Do not style as a structural heading."
5561,high,activity_heading,#### Problem Identification (A2),Convert fake heading to activity component label,"Use an activity container/label. Separate activity family, activity title, and code metadata. Do not style as a structural heading."
5577,high,activity_heading,#### Compare the Versions (B1),Convert fake heading to activity component label,"Use an activity container/label. Separate activity family, activity title, and code metadata. Do not style as a structural heading."
5579,low,bold_label_review,**Original (Insufficient and Vague)**,Review and convert if label is functioning structurally,Likely compact label/component style rather than ordinary bold body text.
5583,low,bold_label_review,"**Improved (Concise, Policy-Aligned Justification)**",Review and convert if label is functioning structurally,Likely compact label/component style rather than ordinary bold body text.
5595,high,process_rationale_callout,"> **Why this works:** The stronger justification makes the logic visible. It states the decision, identifies the problem that required it, links the change to a policy or standards basis, and explains the benefit that follows.",Convert blockquote to semantic callout AFTER model/instruction only,"`why-this-works`: writing-process rationale after a model, comparison, or worked example. Do not use for vocabulary/grammar contrast notes."
5601,low,theory_subsection,#### 1. Stating the Decision Clearly,Keep as true subsection but clean metadata,Keep as `####` only if it is a genuine Language Focus theory subsection. Move trailing activity code such as `(C3)` into muted metadata if possible.
5605,high,writing_goal_label,"**Writing goal:** Begin with a short, direct statement of what was decided. Avoid vague or hedged opening phrases.",Convert to writing-goal component,`writing-goal`: production target before writing task.
5607,medium,example_label,**Example:**,Convert to compact example label/component,`example` block only when the example is a full block; otherwise use inline label style.
5618,high,bold_activity_label,**Practice A — Rewrite the Decision Statement**,Convert bold activity label to activity component,Same rule as activity headings: separate family/title/code metadata.
5629,low,theory_subsection,#### 2. Writing a Concise Rationale,Keep as true subsection but clean metadata,Keep as `####` only if it is a genuine Language Focus theory subsection. Move trailing activity code such as `(C3)` into muted metadata if possible.
5633,high,writing_goal_label,"**Writing goal:** Explain why the decision was made. Ground the rationale in policy, evidence, or procedural requirements — not personal preference.",Convert to writing-goal component,`writing-goal`: production target before writing task.
5635,medium,example_label,**Example:**,Convert to compact example label/component,`example` block only when the example is a full block; otherwise use inline label style.
5646,high,bold_activity_label,**Practice B — Strengthen the Rationale**,Convert bold activity label to activity component,Same rule as activity headings: separate family/title/code metadata.
5657,low,theory_subsection,#### 3. Stating Expected Benefits,Keep as true subsection but clean metadata,Keep as `####` only if it is a genuine Language Focus theory subsection. Move trailing activity code such as `(C3)` into muted metadata if possible.
5661,high,writing_goal_label,"**Writing goal:** Describe the practical or procedural advantages of the decision in specific, measurable terms where possible.",Convert to writing-goal component,`writing-goal`: production target before writing task.
5663,medium,example_label,**Example:**,Convert to compact example label/component,`example` block only when the example is a full block; otherwise use inline label style.
5674,high,bold_activity_label,**Practice C — Add a Benefit Statement**,Convert bold activity label to activity component,Same rule as activity headings: separate family/title/code metadata.
5685,low,theory_subsection,#### 4. Structuring a Complete Justification,Keep as true subsection but clean metadata,Keep as `####` only if it is a genuine Language Focus theory subsection. Move trailing activity code such as `(C3)` into muted metadata if possible.
5687,high,writing_goal_label,"**Writing goal:** Combine decision, rationale, and benefit into a short, well-organised paragraph.",Convert to writing-goal component,`writing-goal`: production target before writing task.
5689,low,bold_label_review,**Recommended structure:**,Review and convert if label is functioning structurally,Likely compact label/component style rather than ordinary bold body text.
5696,high,bold_activity_label,**Practice D — Organise the Justification**,Convert bold activity label to activity component,Same rule as activity headings: separate family/title/code metadata.
5705,high,worked_example_label,**Worked example:**,Convert to worked-example component,`worked-example`: demonstrated process/model. Neutral/blue or green if showing correct model.
5717,high,activity_heading,#### Rewrite the Original Justification (D1),Convert fake heading to activity component label,"Use an activity container/label. Separate activity family, activity title, and code metadata. Do not style as a structural heading."
5729,high,student_response_placeholder_label,**Draft Here**,Convert to placeholder/response field component,`placeholder` or response-label style. Visually quiet but clearly writable.
5732,high,activity_heading,#### Draft a Justification for One Scenario (D2),Convert fake heading to activity component label,"Use an activity container/label. Separate activity family, activity title, and code metadata. Do not style as a structural heading."
5734,high,transfer_reminder_callout,"> **Transfer reminder:** Keep the sequence visible in your paragraph. State the decision first, then show why it was made, then explain what improvement it is expected to produce.",Convert to semantic transfer reminder,`transfer-reminder`: application/transfer prompt. Use orange/amber accent.
5749,high,student_response_placeholder_label,**Draft Here**,Convert to placeholder/response field component,`placeholder` or response-label style. Visually quiet but clearly writable.
5754,high,activity_heading,#### Scenario-Based Free Write (E1),Convert fake heading to activity component label,"Use an activity container/label. Separate activity family, activity title, and code metadata. Do not style as a structural heading."
5775,high,student_response_placeholder_label,**Draft Here**,Convert to placeholder/response field component,`placeholder` or response-label style. Visually quiet but clearly writable.
5780,high,activity_heading,#### Guided Peer Review (F1),Convert fake heading to activity component label,"Use an activity container/label. Separate activity family, activity title, and code metadata. Do not style as a structural heading."
5792,high,activity_heading,#### Self-Editing Checklist (F3),Convert fake heading to activity component label,"Use an activity container/label. Separate activity family, activity title, and code metadata. Do not style as a structural heading."
5807,high,activity_heading,#### Editing Workshop — Paragraph-Level (G2),Convert fake heading to activity component label,"Use an activity container/label. Separate activity family, activity title, and code metadata. Do not style as a structural heading."
5825,high,student_response_placeholder_label,**Write Your Revised Version**,Convert to placeholder/response field component,`placeholder` or response-label style. Visually quiet but clearly writable.
5830,high,activity_heading,#### Homework Writing Task (H3),Convert fake heading to activity component label,"Use an activity container/label. Separate activity family, activity title, and code metadata. Do not style as a structural heading."
5847,high,student_response_placeholder_label,**Homework Draft**,Convert to placeholder/response field component,`placeholder` or response-label style. Visually quiet but clearly writable.
5850,high,activity_heading,#### Extension Task (H1),Convert fake heading to activity component label,"Use an activity container/label. Separate activity family, activity title, and code metadata. Do not style as a structural heading."
5878,high,activity_heading,#### Real Document Analysis (A5),Convert fake heading to activity component label,"Use an activity container/label. Separate activity family, activity title, and code metadata. Do not style as a structural heading."
5898,high,activity_heading,#### Compare the Versions (B1),Convert fake heading to activity component label,"Use an activity container/label. Separate activity family, activity title, and code metadata. Do not style as a structural heading."
5900,low,bold_label_review,**Original (Vague and Unstructured)**,Review and convert if label is functioning structurally,Likely compact label/component style rather than ordinary bold body text.
5904,low,bold_label_review,**Improved (Consolidated Administrative Report)**,Review and convert if label is functioning structurally,Likely compact label/component style rather than ordinary bold body text.
5906,low,bold_label_review,> **Summary**,Review and convert if label is functioning structurally,Likely compact label/component style rather than ordinary bold body text.
5909,low,bold_label_review,> **Issues Identified**,Review and convert if label is functioning structurally,Likely compact label/component style rather than ordinary bold body text.
5914,low,bold_label_review,> **Actions Taken**,Review and convert if label is functioning structurally,Likely compact label/component style rather than ordinary bold body text.
5919,low,bold_label_review,> **Outstanding Questions**,Review and convert if label is functioning structurally,Likely compact label/component style rather than ordinary bold body text.
5923,medium,bold_structural_label,> **Next Steps**,Convert bold paragraph label to semantic label,"Use compact label style, not ordinary bold body text competing with headings."
5927,high,process_rationale_callout,"> **Why this works:** The improved report is easier to use because it groups information by reporting function rather than by office or by chronology. Readers can immediately see the overall status, the issues, the actions already taken, the unresolved questions, and what happens next.",Convert blockquote to semantic callout AFTER model/instruction only,"`why-this-works`: writing-process rationale after a model, comparison, or worked example. Do not use for vocabulary/grammar contrast notes."
5929,high,activity_heading,#### Structural Deconstruction (B3),Convert fake heading to activity component label,"Use an activity container/label. Separate activity family, activity title, and code metadata. Do not style as a structural heading."
5939,high,activity_heading,#### Data Interpretation Input (B7),Convert fake heading to activity component label,"Use an activity container/label. Separate activity family, activity title, and code metadata. Do not style as a structural heading."
5941,low,bold_label_review,**Mini-worked example:**,Review and convert if label is functioning structurally,Likely compact label/component style rather than ordinary bold body text.
5959,medium,bold_structural_label,"**Writing task:** Using the data above, write the *Issues Identified* and *Outstanding Questions* sections of a consolidated administrative report. Your writing should:",Convert bold paragraph label to semantic label,"Use compact label style, not ordinary bold body text competing with headings."
5972,low,theory_subsection,#### 1. Writing a Summary Opening,Keep as true subsection but clean metadata,Keep as `####` only if it is a genuine Language Focus theory subsection. Move trailing activity code such as `(C3)` into muted metadata if possible.
5976,high,writing_goal_label,"**Writing goal:** Begin with a single sentence that explains what the report covers, why it was produced, and how many sources it draws from.",Convert to writing-goal component,`writing-goal`: production target before writing task.
5978,medium,example_label,**Example:**,Convert to compact example label/component,`example` block only when the example is a full block; otherwise use inline label style.
5988,high,bold_activity_label,**Practice A — Write the Opening Sentence**,Convert bold activity label to activity component,Same rule as activity headings: separate family/title/code metadata.
5999,low,theory_subsection,#### 2. Writing Clear Issue Descriptions,Keep as true subsection but clean metadata,Keep as `####` only if it is a genuine Language Focus theory subsection. Move trailing activity code such as `(C3)` into muted metadata if possible.
6003,high,writing_goal_label,**Writing goal:** Describe problems or challenges specifically and without attribution of blame.,Convert to writing-goal component,`writing-goal`: production target before writing task.
6005,medium,example_label,**Example:**,Convert to compact example label/component,`example` block only when the example is a full block; otherwise use inline label style.
6016,high,bold_activity_label,**Practice B — Rewrite for Clarity and Neutrality**,Convert bold activity label to activity component,Same rule as activity headings: separate family/title/code metadata.
6027,low,theory_subsection,#### 3. Describing Actions Taken,Keep as true subsection but clean metadata,Keep as `####` only if it is a genuine Language Focus theory subsection. Move trailing activity code such as `(C3)` into muted metadata if possible.
6029,high,writing_goal_label,"**Writing goal:** Document completed actions in specific, factual terms.",Convert to writing-goal component,`writing-goal`: production target before writing task.
6031,medium,example_label,**Example:**,Convert to compact example label/component,`example` block only when the example is a full block; otherwise use inline label style.
6041,high,bold_activity_label,**Practice C — Clarify the Action**,Convert bold activity label to activity component,Same rule as activity headings: separate family/title/code metadata.
6052,low,theory_subsection,#### 4. Writing Next Steps,Keep as true subsection but clean metadata,Keep as `####` only if it is a genuine Language Focus theory subsection. Move trailing activity code such as `(C3)` into muted metadata if possible.
6056,high,writing_goal_label,"**Writing goal:** State what will happen next, who is responsible, and by when.",Convert to writing-goal component,`writing-goal`: production target before writing task.
6058,medium,example_label,**Example:**,Convert to compact example label/component,`example` block only when the example is a full block; otherwise use inline label style.
6069,high,bold_activity_label,**Practice D — Add a Next-Step Statement**,Convert bold activity label to activity component,Same rule as activity headings: separate family/title/code metadata.
6082,high,activity_heading,#### Rewrite the Original Report (D1),Convert fake heading to activity component label,"Use an activity container/label. Separate activity family, activity title, and code metadata. Do not style as a structural heading."
6095,high,student_response_placeholder_label,**Draft Here**,Convert to placeholder/response field component,`placeholder` or response-label style. Visually quiet but clearly writable.
6098,high,activity_heading,#### Information Reorganisation (D5),Convert fake heading to activity component label,"Use an activity container/label. Separate activity family, activity title, and code metadata. Do not style as a structural heading."
6114,high,student_response_placeholder_label,**Draft Here**,Convert to placeholder/response field component,`placeholder` or response-label style. Visually quiet but clearly writable.
6117,high,activity_heading,#### Format Conversion (D7),Convert fake heading to activity component label,"Use an activity container/label. Separate activity family, activity title, and code metadata. Do not style as a structural heading."
6119,high,transfer_reminder_callout,"> **Transfer reminder:** When converting a narrative update into a report, group points under the section that matches their function. Do not let unresolved questions remain buried inside status description.",Convert to semantic transfer reminder,`transfer-reminder`: application/transfer prompt. Use orange/amber accent.
6132,high,student_response_placeholder_label,**Draft Here**,Convert to placeholder/response field component,`placeholder` or response-label style. Visually quiet but clearly writable.
6137,high,activity_heading,#### Multi-Part Portfolio Task (E4),Convert fake heading to activity component label,"Use an activity container/label. Separate activity family, activity title, and code metadata. Do not style as a structural heading."
6148,medium,bold_structural_label,**Part A:** Write the Summary and Issues Identified sections (approximately 80-100 words combined).,Convert bold paragraph label to semantic label,"Use compact label style, not ordinary bold body text competing with headings."
6150,medium,bold_structural_label,**Part B:** Write the Actions Taken and Outstanding Questions sections (approximately 80-100 words combined).,Convert bold paragraph label to semantic label,"Use compact label style, not ordinary bold body text competing with headings."
6152,low,bold_label_review,**Part C:** Write the Next Steps section and a one-sentence closing statement (approximately 40-50 words).,Review and convert if label is functioning structurally,Likely compact label/component style rather than ordinary bold body text.
6171,low,bold_label_review,**Document 1 - Summary + Issues Identified**,Review and convert if label is functioning structurally,Likely compact label/component style rather than ordinary bold body text.
6174,low,bold_label_review,**Document 2 - Actions Taken + Outstanding Questions**,Review and convert if label is functioning structurally,Likely compact label/component style rather than ordinary bold body text.
6177,low,bold_label_review,**Document 3 - Next Steps + Closing**,Review and convert if label is functioning structurally,Likely compact label/component style rather than ordinary bold body text.
6182,high,activity_heading,#### Comparative Peer Review (F2),Convert fake heading to activity component label,"Use an activity container/label. Separate activity family, activity title, and code metadata. Do not style as a structural heading."
6190,high,activity_heading,#### Self-Editing Checklist (F3),Convert fake heading to activity component label,"Use an activity container/label. Separate activity family, activity title, and code metadata. Do not style as a structural heading."
6206,high,activity_heading,#### Editing Workshop — Paragraph-Level (G2),Convert fake heading to activity component label,"Use an activity container/label. Separate activity family, activity title, and code metadata. Do not style as a structural heading."
6225,high,student_response_placeholder_label,**Write Your Revised Version**,Convert to placeholder/response field component,`placeholder` or response-label style. Visually quiet but clearly writable.
6230,high,activity_heading,#### Homework Writing Task (H3),Convert fake heading to activity component label,"Use an activity container/label. Separate activity family, activity title, and code metadata. Do not style as a structural heading."
6242,high,student_response_placeholder_label,**Homework Draft**,Convert to placeholder/response field component,`placeholder` or response-label style. Visually quiet but clearly writable.
6245,high,activity_heading,#### Extension Task (H1),Convert fake heading to activity component label,"Use an activity container/label. Separate activity family, activity title, and code metadata. Do not style as a structural heading."
6273,high,activity_heading,#### Prediction Task (A4),Convert fake heading to activity component label,"Use an activity container/label. Separate activity family, activity title, and code metadata. Do not style as a structural heading."
6277,medium,bold_structural_label,**Input 1 — Email from Office A**,Convert bold paragraph label to semantic label,"Use compact label style, not ordinary bold body text competing with headings."
6280,medium,bold_structural_label,**Input 2 — Email from Office B**,Convert bold paragraph label to semantic label,"Use compact label style, not ordinary bold body text competing with headings."
6283,medium,bold_structural_label,**Input 3 — Internal Meeting Notes**,Convert bold paragraph label to semantic label,"Use compact label style, not ordinary bold body text competing with headings."
6286,medium,bold_structural_label,**Input 4 — Updated Instructions (issued last week)**,Convert bold paragraph label to semantic label,"Use compact label style, not ordinary bold body text competing with headings."
6295,high,activity_heading,#### Reading-to-Write Input (B6),Convert fake heading to activity component label,"Use an activity container/label. Separate activity family, activity title, and code metadata. Do not style as a structural heading."
6309,low,bold_label_review,**Integrated Response — Administrative Notice**,Review and convert if label is functioning structurally,Likely compact label/component style rather than ordinary bold body text.
6323,high,activity_heading,#### Compare the Versions (B1),Convert fake heading to activity component label,"Use an activity container/label. Separate activity family, activity title, and code metadata. Do not style as a structural heading."
6336,high,process_rationale_callout,"> **Why this works:** The integrated response is more useful because it brings the inputs together under a shared purpose. Instead of reacting to each source separately, it identifies the common implementation problem and turns it into coordinated action.",Convert blockquote to semantic callout AFTER model/instruction only,"`why-this-works`: writing-process rationale after a model, comparison, or worked example. Do not use for vocabulary/grammar contrast notes."
6342,low,theory_subsection,#### 1. Error Identification and Correction (C4),Keep as true subsection but clean metadata,Keep as `####` only if it is a genuine Language Focus theory subsection. Move trailing activity code such as `(C3)` into muted metadata if possible.
6356,low,theory_subsection,#### 2. Paragraph-Level Transformation (C5),Keep as true subsection but clean metadata,Keep as `####` only if it is a genuine Language Focus theory subsection. Move trailing activity code such as `(C3)` into muted metadata if possible.
6369,high,worked_example_label,**Worked example:**,Convert to worked-example component,`worked-example`: demonstrated process/model. Neutral/blue or green if showing correct model.
6381,high,activity_heading,#### Model Rewriting (D1),Convert fake heading to activity component label,"Use an activity container/label. Separate activity family, activity title, and code metadata. Do not style as a structural heading."
6393,high,student_response_placeholder_label,**Draft Here**,Convert to placeholder/response field component,`placeholder` or response-label style. Visually quiet but clearly writable.
6396,high,activity_heading,#### Revision Chain (D6),Convert fake heading to activity component label,"Use an activity container/label. Separate activity family, activity title, and code metadata. Do not style as a structural heading."
6398,high,transfer_reminder_callout,"> **Transfer reminder:** In revision, check whether your draft synthesises issues, uses a format that fits the audience, and turns the inputs into clear action. If it still reads like a list of separate source notes, the integration is not yet complete.",Convert to semantic transfer reminder,`transfer-reminder`: application/transfer prompt. Use orange/amber accent.
6418,high,student_response_placeholder_label,**Write Your Revised Version**,Convert to placeholder/response field component,`placeholder` or response-label style. Visually quiet but clearly writable.
6423,high,activity_heading,#### Multi-Part Portfolio Task (E4),Convert fake heading to activity component label,"Use an activity container/label. Separate activity family, activity title, and code metadata. Do not style as a structural heading."
6427,medium,bold_structural_label,"**Part A — Analysis (NOT SUBMITTED; approximately 60 words):** Write a brief planning note identifying: the main issues, the audiences who need to be addressed, and the most appropriate document format.",Convert bold paragraph label to semantic label,"Use compact label style, not ordinary bold body text competing with headings."
6429,medium,bold_structural_label,**Part B — Full Administrative Document (approximately 200–240 words):** Write the document itself. Choose the format that best fits the scenario:,Convert bold paragraph label to semantic label,"Use compact label style, not ordinary bold body text competing with headings."
6446,high,student_response_placeholder_label,**Planning Notes (Not Submitted)**,Convert to placeholder/response field component,`placeholder` or response-label style. Visually quiet but clearly writable.
6451,low,bold_label_review,**Document 1 - Full Administrative Document**,Review and convert if label is functioning structurally,Likely compact label/component style rather than ordinary bold body text.
6456,high,activity_heading,#### Comparative Peer Review (F2),Convert fake heading to activity component label,"Use an activity container/label. Separate activity family, activity title, and code metadata. Do not style as a structural heading."
6464,high,activity_heading,#### Self-Editing Checklist (F3),Convert fake heading to activity component label,"Use an activity container/label. Separate activity family, activity title, and code metadata. Do not style as a structural heading."
6480,high,activity_heading,#### Track-Change Simulation (G3),Convert fake heading to activity component label,"Use an activity container/label. Separate activity family, activity title, and code metadata. Do not style as a structural heading."
6499,high,student_response_placeholder_label,**Clean Copy**,Convert to placeholder/response field component,`placeholder` or response-label style. Visually quiet but clearly writable.
6504,high,activity_heading,#### Homework Writing Task (H3),Convert fake heading to activity component label,"Use an activity container/label. Separate activity family, activity title, and code metadata. Do not style as a structural heading."
6517,high,student_response_placeholder_label,**Homework Draft**,Convert to placeholder/response field component,`placeholder` or response-label style. Visually quiet but clearly writable.
6520,high,activity_heading,#### Extension Task (H1),Convert fake heading to activity component label,"Use an activity container/label. Separate activity family, activity title, and code metadata. Do not style as a structural heading."
6548,high,activity_heading,#### Discussion Questions (A1),Convert fake heading to activity component label,"Use an activity container/label. Separate activity family, activity title, and code metadata. Do not style as a structural heading."
6560,high,activity_heading,#### Compare Two Versions — Exemplar Analysis (B1),Convert fake heading to activity component label,"Use an activity container/label. Separate activity family, activity title, and code metadata. Do not style as a structural heading."
6566,low,bold_label_review,**Capstone Scenario**,Review and convert if label is functioning structurally,Likely compact label/component style rather than ordinary bold body text.
6582,low,bold_label_review,**Response A (Weak)**,Review and convert if label is functioning structurally,Likely compact label/component style rather than ordinary bold body text.
6586,low,bold_label_review,**Response B (Strong)**,Review and convert if label is functioning structurally,Likely compact label/component style rather than ordinary bold body text.
6603,high,process_rationale_callout,"> **Why this works:** Response B succeeds because it integrates multiple course-level skills at once: synthesis across inputs, neutral administrative tone, grouped issue reporting, and action-focused next steps. The response is strong not because it is longer, but because each sentence performs a cl",Convert blockquote to semantic callout AFTER model/instruction only,"`why-this-works`: writing-process rationale after a model, comparison, or worked example. Do not use for vocabulary/grammar contrast notes."
6609,high,activity_heading,#### Error Identification and Correction — Self-Diagnosis (C4),Convert fake heading to activity component label,"Use an activity container/label. Separate activity family, activity title, and code metadata. Do not style as a structural heading."
6621,high,worked_example_label,**Worked example:**,Convert to worked-example component,`worked-example`: demonstrated process/model. Neutral/blue or green if showing correct model.
6637,high,activity_heading,#### Revision Chain — Prior Work (D6),Convert fake heading to activity component label,"Use an activity container/label. Separate activity family, activity title, and code metadata. Do not style as a structural heading."
6639,high,transfer_reminder_callout,"> **Transfer reminder:** Use this revision step to check your writing against the major skill strands of the course: synthesis, tone control, justification, structure, and action clarity. If one strand is weak, revise that strand deliberately rather than editing randomly.",Convert to semantic transfer reminder,`transfer-reminder`: application/transfer prompt. Use orange/amber accent.
6660,high,student_response_placeholder_label,**Write Your Revised Version**,Convert to placeholder/response field component,`placeholder` or response-label style. Visually quiet but clearly writable.
6665,high,activity_heading,#### Multi-Part Portfolio Task (E4),Convert fake heading to activity component label,"Use an activity container/label. Separate activity family, activity title, and code metadata. Do not style as a structural heading."
6667,low,bold_label_review,"> **Planning reminder:** The strongest capstone responses start by choosing a format that matches the supervisor’s stated need, then grouping issues thematically before drafting any sentences.",Review and convert if label is functioning structurally,Likely compact label/component style rather than ordinary bold body text.
6671,medium,bold_structural_label,"**Part A — Planning (not submitted):** Write a brief planning note identifying: the main issues, the intended audience, and the document format you will use.",Convert bold paragraph label to semantic label,"Use compact label style, not ordinary bold body text competing with headings."
