line,priority,category,current,action,target,revised_status,revised_instruction
5687,high,writing_goal_label,"**Writing goal:** Combine decision, rationale, and benefit into a short, well-organised paragraph.",Convert to writing-goal component,`writing-goal`: production target before writing task.,REVIEW,Review under final Step 1 decisions; avoid changes that conflict with keeping activity subheadings and metadata codes in Markdown.
5689,low,bold_label_review,**Recommended structure:**,Review and convert if label is functioning structurally,Likely compact label/component style rather than ordinary bold body text.,REVIEW,Review under final Step 1 decisions; avoid changes that conflict with keeping activity subheadings and metadata codes in Markdown.
5696,high,bold_activity_label,**Practice D — Organise the Justification**,Convert bold activity label to activity component,Same rule as activity headings: separate family/title/code metadata.,REVIEW,Review under final Step 1 decisions; avoid changes that conflict with keeping activity subheadings and metadata codes in Markdown.
5705,high,worked_example_label,**Worked example:**,Convert to worked-example component,`worked-example`: demonstrated process/model. Neutral/blue or green if showing correct model.,REVIEW,Review under final Step 1 decisions; avoid changes that conflict with keeping activity subheadings and metadata codes in Markdown.
5717,high,activity_heading,#### Rewrite the Original Justification (D1),Convert fake heading to activity component label,"Use an activity container/label. Separate activity family, activity title, and code metadata. Do not style as a structural heading.",REVISE_INSTRUCTION,Keep as an activity subheading. Standardize to Title Case; use em dash before subtitle; keep inline activity code in Markdown; add/standardize subtitle where missing. Do not convert to semantic Div today.
5729,high,student_response_placeholder_label,**Draft Here**,Convert to placeholder/response field component,`placeholder` or response-label style. Visually quiet but clearly writable.,NORMALIZE_PLACEHOLDER,Normalize placeholder wording and optionally wrap in placeholder Div. Preserve placeholder token.
5732,high,activity_heading,#### Draft a Justification for One Scenario (D2),Convert fake heading to activity component label,"Use an activity container/label. Separate activity family, activity title, and code metadata. Do not style as a structural heading.",REVISE_INSTRUCTION,Keep as an activity subheading. Standardize to Title Case; use em dash before subtitle; keep inline activity code in Markdown; add/standardize subtitle where missing. Do not convert to semantic Div today.
5734,high,transfer_reminder_callout,"> **Transfer reminder:** Keep the sequence visible in your paragraph. State the decision first, then show why it was made, then explain what improvement it is expected to produce.",Convert to semantic transfer reminder,`transfer-reminder`: application/transfer prompt. Use orange/amber accent.,CONVERT_TO_LEARN_DIV,"Replace blockquote/bold note with a Learn semantic Div subtype: learn-process, learn-language, learn-principle, learn-transfer, learn-teaching, or learn-note."
5749,high,student_response_placeholder_label,**Draft Here**,Convert to placeholder/response field component,`placeholder` or response-label style. Visually quiet but clearly writable.,NORMALIZE_PLACEHOLDER,Normalize placeholder wording and optionally wrap in placeholder Div. Preserve placeholder token.
5754,high,activity_heading,#### Scenario-Based Free Write (E1),Convert fake heading to activity component label,"Use an activity container/label. Separate activity family, activity title, and code metadata. Do not style as a structural heading.",REVISE_INSTRUCTION,Keep as an activity subheading. Standardize to Title Case; use em dash before subtitle; keep inline activity code in Markdown; add/standardize subtitle where missing. Do not convert to semantic Div today.
5775,high,student_response_placeholder_label,**Draft Here**,Convert to placeholder/response field component,`placeholder` or response-label style. Visually quiet but clearly writable.,NORMALIZE_PLACEHOLDER,Normalize placeholder wording and optionally wrap in placeholder Div. Preserve placeholder token.
5780,high,activity_heading,#### Guided Peer Review (F1),Convert fake heading to activity component label,"Use an activity container/label. Separate activity family, activity title, and code metadata. Do not style as a structural heading.",REVISE_INSTRUCTION,Keep as an activity subheading. Standardize to Title Case; use em dash before subtitle; keep inline activity code in Markdown; add/standardize subtitle where missing. Do not convert to semantic Div today.
5792,high,activity_heading,#### Self-Editing Checklist (F3),Convert fake heading to activity component label,"Use an activity container/label. Separate activity family, activity title, and code metadata. Do not style as a structural heading.",REVISE_INSTRUCTION,Keep as an activity subheading. Standardize to Title Case; use em dash before subtitle; keep inline activity code in Markdown; add/standardize subtitle where missing. Do not convert to semantic Div today.
5807,high,activity_heading,#### Editing Workshop — Paragraph-Level (G2),Convert fake heading to activity component label,"Use an activity container/label. Separate activity family, activity title, and code metadata. Do not style as a structural heading.",REVISE_INSTRUCTION,Keep as an activity subheading. Standardize to Title Case; use em dash before subtitle; keep inline activity code in Markdown; add/standardize subtitle where missing. Do not convert to semantic Div today.
5825,high,student_response_placeholder_label,**Write Your Revised Version**,Convert to placeholder/response field component,`placeholder` or response-label style. Visually quiet but clearly writable.,NORMALIZE_PLACEHOLDER,Normalize placeholder wording and optionally wrap in placeholder Div. Preserve placeholder token.
5830,high,activity_heading,#### Homework Writing Task (H3),Convert fake heading to activity component label,"Use an activity container/label. Separate activity family, activity title, and code metadata. Do not style as a structural heading.",REVISE_INSTRUCTION,Keep as an activity subheading. Standardize to Title Case; use em dash before subtitle; keep inline activity code in Markdown; add/standardize subtitle where missing. Do not convert to semantic Div today.
5847,high,student_response_placeholder_label,**Homework Draft**,Convert to placeholder/response field component,`placeholder` or response-label style. Visually quiet but clearly writable.,NORMALIZE_PLACEHOLDER,Normalize placeholder wording and optionally wrap in placeholder Div. Preserve placeholder token.
5850,high,activity_heading,#### Extension Task (H1),Convert fake heading to activity component label,"Use an activity container/label. Separate activity family, activity title, and code metadata. Do not style as a structural heading.",REVISE_INSTRUCTION,Keep as an activity subheading. Standardize to Title Case; use em dash before subtitle; keep inline activity code in Markdown; add/standardize subtitle where missing. Do not convert to semantic Div today.
5878,high,activity_heading,#### Real Document Analysis (A5),Convert fake heading to activity component label,"Use an activity container/label. Separate activity family, activity title, and code metadata. Do not style as a structural heading.",REVISE_INSTRUCTION,Keep as an activity subheading. Standardize to Title Case; use em dash before subtitle; keep inline activity code in Markdown; add/standardize subtitle where missing. Do not convert to semantic Div today.
5898,high,activity_heading,#### Compare the Versions (B1),Convert fake heading to activity component label,"Use an activity container/label. Separate activity family, activity title, and code metadata. Do not style as a structural heading.",REVISE_INSTRUCTION,Keep as an activity subheading. Standardize to Title Case; use em dash before subtitle; keep inline activity code in Markdown; add/standardize subtitle where missing. Do not convert to semantic Div today.
5900,low,bold_label_review,**Original (Vague and Unstructured)**,Review and convert if label is functioning structurally,Likely compact label/component style rather than ordinary bold body text.,REVIEW,Review under final Step 1 decisions; avoid changes that conflict with keeping activity subheadings and metadata codes in Markdown.
5904,low,bold_label_review,**Improved (Consolidated Administrative Report)**,Review and convert if label is functioning structurally,Likely compact label/component style rather than ordinary bold body text.,REVIEW,Review under final Step 1 decisions; avoid changes that conflict with keeping activity subheadings and metadata codes in Markdown.
5906,low,bold_label_review,> **Summary**,Review and convert if label is functioning structurally,Likely compact label/component style rather than ordinary bold body text.,REVIEW,Review under final Step 1 decisions; avoid changes that conflict with keeping activity subheadings and metadata codes in Markdown.
5909,low,bold_label_review,> **Issues Identified**,Review and convert if label is functioning structurally,Likely compact label/component style rather than ordinary bold body text.,REVIEW,Review under final Step 1 decisions; avoid changes that conflict with keeping activity subheadings and metadata codes in Markdown.
5914,low,bold_label_review,> **Actions Taken**,Review and convert if label is functioning structurally,Likely compact label/component style rather than ordinary bold body text.,REVIEW,Review under final Step 1 decisions; avoid changes that conflict with keeping activity subheadings and metadata codes in Markdown.
5919,low,bold_label_review,> **Outstanding Questions**,Review and convert if label is functioning structurally,Likely compact label/component style rather than ordinary bold body text.,REVIEW,Review under final Step 1 decisions; avoid changes that conflict with keeping activity subheadings and metadata codes in Markdown.
5923,medium,bold_structural_label,> **Next Steps**,Convert bold paragraph label to semantic label,"Use compact label style, not ordinary bold body text competing with headings.",REVIEW,Review under final Step 1 decisions; avoid changes that conflict with keeping activity subheadings and metadata codes in Markdown.
5927,high,process_rationale_callout,"> **Why this works:** The improved report is easier to use because it groups information by reporting function rather than by office or by chronology. Readers can immediately see the overall status, the issues, the actions already taken, the unresolved questions, and what happens next.",Convert blockquote to semantic callout AFTER model/instruction only,"`why-this-works`: writing-process rationale after a model, comparison, or worked example. Do not use for vocabulary/grammar contrast notes.",CONVERT_TO_LEARN_DIV,"Replace blockquote/bold note with a Learn semantic Div subtype: learn-process, learn-language, learn-principle, learn-transfer, learn-teaching, or learn-note."
5929,high,activity_heading,#### Structural Deconstruction (B3),Convert fake heading to activity component label,"Use an activity container/label. Separate activity family, activity title, and code metadata. Do not style as a structural heading.",REVISE_INSTRUCTION,Keep as an activity subheading. Standardize to Title Case; use em dash before subtitle; keep inline activity code in Markdown; add/standardize subtitle where missing. Do not convert to semantic Div today.
5939,high,activity_heading,#### Data Interpretation Input (B7),Convert fake heading to activity component label,"Use an activity container/label. Separate activity family, activity title, and code metadata. Do not style as a structural heading.",REVISE_INSTRUCTION,Keep as an activity subheading. Standardize to Title Case; use em dash before subtitle; keep inline activity code in Markdown; add/standardize subtitle where missing. Do not convert to semantic Div today.
5941,low,bold_label_review,**Mini-worked example:**,Review and convert if label is functioning structurally,Likely compact label/component style rather than ordinary bold body text.,REVIEW,Review under final Step 1 decisions; avoid changes that conflict with keeping activity subheadings and metadata codes in Markdown.
5959,medium,bold_structural_label,"**Writing task:** Using the data above, write the *Issues Identified* and *Outstanding Questions* sections of a consolidated administrative report. Your writing should:",Convert bold paragraph label to semantic label,"Use compact label style, not ordinary bold body text competing with headings.",REVIEW,Review under final Step 1 decisions; avoid changes that conflict with keeping activity subheadings and metadata codes in Markdown.
5972,low,theory_subsection,#### 1. Writing a Summary Opening,Keep as true subsection but clean metadata,Keep as `####` only if it is a genuine Language Focus theory subsection. Move trailing activity code such as `(C3)` into muted metadata if possible.,KEEP_OR_LIGHT_NORMALIZE,Keep if it is a true theory/micro-theory label. Standardize Title Case and punctuation; avoid treating activity codes as student-facing emphasis.
5976,high,writing_goal_label,"**Writing goal:** Begin with a single sentence that explains what the report covers, why it was produced, and how many sources it draws from.",Convert to writing-goal component,`writing-goal`: production target before writing task.,REVIEW,Review under final Step 1 decisions; avoid changes that conflict with keeping activity subheadings and metadata codes in Markdown.
5978,medium,example_label,**Example:**,Convert to compact example label/component,`example` block only when the example is a full block; otherwise use inline label style.,REVIEW,Review under final Step 1 decisions; avoid changes that conflict with keeping activity subheadings and metadata codes in Markdown.
5988,high,bold_activity_label,**Practice A — Write the Opening Sentence**,Convert bold activity label to activity component,Same rule as activity headings: separate family/title/code metadata.,REVIEW,Review under final Step 1 decisions; avoid changes that conflict with keeping activity subheadings and metadata codes in Markdown.
5999,low,theory_subsection,#### 2. Writing Clear Issue Descriptions,Keep as true subsection but clean metadata,Keep as `####` only if it is a genuine Language Focus theory subsection. Move trailing activity code such as `(C3)` into muted metadata if possible.,KEEP_OR_LIGHT_NORMALIZE,Keep if it is a true theory/micro-theory label. Standardize Title Case and punctuation; avoid treating activity codes as student-facing emphasis.
6003,high,writing_goal_label,**Writing goal:** Describe problems or challenges specifically and without attribution of blame.,Convert to writing-goal component,`writing-goal`: production target before writing task.,REVIEW,Review under final Step 1 decisions; avoid changes that conflict with keeping activity subheadings and metadata codes in Markdown.
6005,medium,example_label,**Example:**,Convert to compact example label/component,`example` block only when the example is a full block; otherwise use inline label style.,REVIEW,Review under final Step 1 decisions; avoid changes that conflict with keeping activity subheadings and metadata codes in Markdown.
6016,high,bold_activity_label,**Practice B — Rewrite for Clarity and Neutrality**,Convert bold activity label to activity component,Same rule as activity headings: separate family/title/code metadata.,REVIEW,Review under final Step 1 decisions; avoid changes that conflict with keeping activity subheadings and metadata codes in Markdown.
6027,low,theory_subsection,#### 3. Describing Actions Taken,Keep as true subsection but clean metadata,Keep as `####` only if it is a genuine Language Focus theory subsection. Move trailing activity code such as `(C3)` into muted metadata if possible.,KEEP_OR_LIGHT_NORMALIZE,Keep if it is a true theory/micro-theory label. Standardize Title Case and punctuation; avoid treating activity codes as student-facing emphasis.
6029,high,writing_goal_label,"**Writing goal:** Document completed actions in specific, factual terms.",Convert to writing-goal component,`writing-goal`: production target before writing task.,REVIEW,Review under final Step 1 decisions; avoid changes that conflict with keeping activity subheadings and metadata codes in Markdown.
6031,medium,example_label,**Example:**,Convert to compact example label/component,`example` block only when the example is a full block; otherwise use inline label style.,REVIEW,Review under final Step 1 decisions; avoid changes that conflict with keeping activity subheadings and metadata codes in Markdown.
6041,high,bold_activity_label,**Practice C — Clarify the Action**,Convert bold activity label to activity component,Same rule as activity headings: separate family/title/code metadata.,REVIEW,Review under final Step 1 decisions; avoid changes that conflict with keeping activity subheadings and metadata codes in Markdown.
6052,low,theory_subsection,#### 4. Writing Next Steps,Keep as true subsection but clean metadata,Keep as `####` only if it is a genuine Language Focus theory subsection. Move trailing activity code such as `(C3)` into muted metadata if possible.,KEEP_OR_LIGHT_NORMALIZE,Keep if it is a true theory/micro-theory label. Standardize Title Case and punctuation; avoid treating activity codes as student-facing emphasis.
6056,high,writing_goal_label,"**Writing goal:** State what will happen next, who is responsible, and by when.",Convert to writing-goal component,`writing-goal`: production target before writing task.,REVIEW,Review under final Step 1 decisions; avoid changes that conflict with keeping activity subheadings and metadata codes in Markdown.
6058,medium,example_label,**Example:**,Convert to compact example label/component,`example` block only when the example is a full block; otherwise use inline label style.,REVIEW,Review under final Step 1 decisions; avoid changes that conflict with keeping activity subheadings and metadata codes in Markdown.
6069,high,bold_activity_label,**Practice D — Add a Next-Step Statement**,Convert bold activity label to activity component,Same rule as activity headings: separate family/title/code metadata.,REVIEW,Review under final Step 1 decisions; avoid changes that conflict with keeping activity subheadings and metadata codes in Markdown.
6082,high,activity_heading,#### Rewrite the Original Report (D1),Convert fake heading to activity component label,"Use an activity container/label. Separate activity family, activity title, and code metadata. Do not style as a structural heading.",REVISE_INSTRUCTION,Keep as an activity subheading. Standardize to Title Case; use em dash before subtitle; keep inline activity code in Markdown; add/standardize subtitle where missing. Do not convert to semantic Div today.
6095,high,student_response_placeholder_label,**Draft Here**,Convert to placeholder/response field component,`placeholder` or response-label style. Visually quiet but clearly writable.,NORMALIZE_PLACEHOLDER,Normalize placeholder wording and optionally wrap in placeholder Div. Preserve placeholder token.
6098,high,activity_heading,#### Information Reorganisation (D5),Convert fake heading to activity component label,"Use an activity container/label. Separate activity family, activity title, and code metadata. Do not style as a structural heading.",REVISE_INSTRUCTION,Keep as an activity subheading. Standardize to Title Case; use em dash before subtitle; keep inline activity code in Markdown; add/standardize subtitle where missing. Do not convert to semantic Div today.
6114,high,student_response_placeholder_label,**Draft Here**,Convert to placeholder/response field component,`placeholder` or response-label style. Visually quiet but clearly writable.,NORMALIZE_PLACEHOLDER,Normalize placeholder wording and optionally wrap in placeholder Div. Preserve placeholder token.
6117,high,activity_heading,#### Format Conversion (D7),Convert fake heading to activity component label,"Use an activity container/label. Separate activity family, activity title, and code metadata. Do not style as a structural heading.",REVISE_INSTRUCTION,Keep as an activity subheading. Standardize to Title Case; use em dash before subtitle; keep inline activity code in Markdown; add/standardize subtitle where missing. Do not convert to semantic Div today.
6119,high,transfer_reminder_callout,"> **Transfer reminder:** When converting a narrative update into a report, group points under the section that matches their function. Do not let unresolved questions remain buried inside status description.",Convert to semantic transfer reminder,`transfer-reminder`: application/transfer prompt. Use orange/amber accent.,CONVERT_TO_LEARN_DIV,"Replace blockquote/bold note with a Learn semantic Div subtype: learn-process, learn-language, learn-principle, learn-transfer, learn-teaching, or learn-note."
6132,high,student_response_placeholder_label,**Draft Here**,Convert to placeholder/response field component,`placeholder` or response-label style. Visually quiet but clearly writable.,NORMALIZE_PLACEHOLDER,Normalize placeholder wording and optionally wrap in placeholder Div. Preserve placeholder token.
6137,high,activity_heading,#### Multi-Part Portfolio Task (E4),Convert fake heading to activity component label,"Use an activity container/label. Separate activity family, activity title, and code metadata. Do not style as a structural heading.",REVISE_INSTRUCTION,Keep as an activity subheading. Standardize to Title Case; use em dash before subtitle; keep inline activity code in Markdown; add/standardize subtitle where missing. Do not convert to semantic Div today.
6148,medium,bold_structural_label,**Part A:** Write the Summary and Issues Identified sections (approximately 80-100 words combined).,Convert bold paragraph label to semantic label,"Use compact label style, not ordinary bold body text competing with headings.",REVIEW,Review under final Step 1 decisions; avoid changes that conflict with keeping activity subheadings and metadata codes in Markdown.
6150,medium,bold_structural_label,**Part B:** Write the Actions Taken and Outstanding Questions sections (approximately 80-100 words combined).,Convert bold paragraph label to semantic label,"Use compact label style, not ordinary bold body text competing with headings.",REVIEW,Review under final Step 1 decisions; avoid changes that conflict with keeping activity subheadings and metadata codes in Markdown.
6152,low,bold_label_review,**Part C:** Write the Next Steps section and a one-sentence closing statement (approximately 40-50 words).,Review and convert if label is functioning structurally,Likely compact label/component style rather than ordinary bold body text.,REVIEW,Review under final Step 1 decisions; avoid changes that conflict with keeping activity subheadings and metadata codes in Markdown.
6171,low,bold_label_review,**Document 1 - Summary + Issues Identified**,Review and convert if label is functioning structurally,Likely compact label/component style rather than ordinary bold body text.,REVIEW,Review under final Step 1 decisions; avoid changes that conflict with keeping activity subheadings and metadata codes in Markdown.
6174,low,bold_label_review,**Document 2 - Actions Taken + Outstanding Questions**,Review and convert if label is functioning structurally,Likely compact label/component style rather than ordinary bold body text.,REVIEW,Review under final Step 1 decisions; avoid changes that conflict with keeping activity subheadings and metadata codes in Markdown.
6177,low,bold_label_review,**Document 3 - Next Steps + Closing**,Review and convert if label is functioning structurally,Likely compact label/component style rather than ordinary bold body text.,REVIEW,Review under final Step 1 decisions; avoid changes that conflict with keeping activity subheadings and metadata codes in Markdown.
6182,high,activity_heading,#### Comparative Peer Review (F2),Convert fake heading to activity component label,"Use an activity container/label. Separate activity family, activity title, and code metadata. Do not style as a structural heading.",REVISE_INSTRUCTION,Keep as an activity subheading. Standardize to Title Case; use em dash before subtitle; keep inline activity code in Markdown; add/standardize subtitle where missing. Do not convert to semantic Div today.
6190,high,activity_heading,#### Self-Editing Checklist (F3),Convert fake heading to activity component label,"Use an activity container/label. Separate activity family, activity title, and code metadata. Do not style as a structural heading.",REVISE_INSTRUCTION,Keep as an activity subheading. Standardize to Title Case; use em dash before subtitle; keep inline activity code in Markdown; add/standardize subtitle where missing. Do not convert to semantic Div today.
6206,high,activity_heading,#### Editing Workshop — Paragraph-Level (G2),Convert fake heading to activity component label,"Use an activity container/label. Separate activity family, activity title, and code metadata. Do not style as a structural heading.",REVISE_INSTRUCTION,Keep as an activity subheading. Standardize to Title Case; use em dash before subtitle; keep inline activity code in Markdown; add/standardize subtitle where missing. Do not convert to semantic Div today.
6225,high,student_response_placeholder_label,**Write Your Revised Version**,Convert to placeholder/response field component,`placeholder` or response-label style. Visually quiet but clearly writable.,NORMALIZE_PLACEHOLDER,Normalize placeholder wording and optionally wrap in placeholder Div. Preserve placeholder token.
6230,high,activity_heading,#### Homework Writing Task (H3),Convert fake heading to activity component label,"Use an activity container/label. Separate activity family, activity title, and code metadata. Do not style as a structural heading.",REVISE_INSTRUCTION,Keep as an activity subheading. Standardize to Title Case; use em dash before subtitle; keep inline activity code in Markdown; add/standardize subtitle where missing. Do not convert to semantic Div today.
6242,high,student_response_placeholder_label,**Homework Draft**,Convert to placeholder/response field component,`placeholder` or response-label style. Visually quiet but clearly writable.,NORMALIZE_PLACEHOLDER,Normalize placeholder wording and optionally wrap in placeholder Div. Preserve placeholder token.
6245,high,activity_heading,#### Extension Task (H1),Convert fake heading to activity component label,"Use an activity container/label. Separate activity family, activity title, and code metadata. Do not style as a structural heading.",REVISE_INSTRUCTION,Keep as an activity subheading. Standardize to Title Case; use em dash before subtitle; keep inline activity code in Markdown; add/standardize subtitle where missing. Do not convert to semantic Div today.
6273,high,activity_heading,#### Prediction Task (A4),Convert fake heading to activity component label,"Use an activity container/label. Separate activity family, activity title, and code metadata. Do not style as a structural heading.",REVISE_INSTRUCTION,Keep as an activity subheading. Standardize to Title Case; use em dash before subtitle; keep inline activity code in Markdown; add/standardize subtitle where missing. Do not convert to semantic Div today.
6277,medium,bold_structural_label,**Input 1 — Email from Office A**,Convert bold paragraph label to semantic label,"Use compact label style, not ordinary bold body text competing with headings.",REVIEW,Review under final Step 1 decisions; avoid changes that conflict with keeping activity subheadings and metadata codes in Markdown.
6280,medium,bold_structural_label,**Input 2 — Email from Office B**,Convert bold paragraph label to semantic label,"Use compact label style, not ordinary bold body text competing with headings.",REVIEW,Review under final Step 1 decisions; avoid changes that conflict with keeping activity subheadings and metadata codes in Markdown.
6283,medium,bold_structural_label,**Input 3 — Internal Meeting Notes**,Convert bold paragraph label to semantic label,"Use compact label style, not ordinary bold body text competing with headings.",REVIEW,Review under final Step 1 decisions; avoid changes that conflict with keeping activity subheadings and metadata codes in Markdown.
6286,medium,bold_structural_label,**Input 4 — Updated Instructions (issued last week)**,Convert bold paragraph label to semantic label,"Use compact label style, not ordinary bold body text competing with headings.",REVIEW,Review under final Step 1 decisions; avoid changes that conflict with keeping activity subheadings and metadata codes in Markdown.
6295,high,activity_heading,#### Reading-to-Write Input (B6),Convert fake heading to activity component label,"Use an activity container/label. Separate activity family, activity title, and code metadata. Do not style as a structural heading.",REVISE_INSTRUCTION,Keep as an activity subheading. Standardize to Title Case; use em dash before subtitle; keep inline activity code in Markdown; add/standardize subtitle where missing. Do not convert to semantic Div today.
6309,low,bold_label_review,**Integrated Response — Administrative Notice**,Review and convert if label is functioning structurally,Likely compact label/component style rather than ordinary bold body text.,REVIEW,Review under final Step 1 decisions; avoid changes that conflict with keeping activity subheadings and metadata codes in Markdown.
6323,high,activity_heading,#### Compare the Versions (B1),Convert fake heading to activity component label,"Use an activity container/label. Separate activity family, activity title, and code metadata. Do not style as a structural heading.",REVISE_INSTRUCTION,Keep as an activity subheading. Standardize to Title Case; use em dash before subtitle; keep inline activity code in Markdown; add/standardize subtitle where missing. Do not convert to semantic Div today.
6336,high,process_rationale_callout,"> **Why this works:** The integrated response is more useful because it brings the inputs together under a shared purpose. Instead of reacting to each source separately, it identifies the common implementation problem and turns it into coordinated action.",Convert blockquote to semantic callout AFTER model/instruction only,"`why-this-works`: writing-process rationale after a model, comparison, or worked example. Do not use for vocabulary/grammar contrast notes.",CONVERT_TO_LEARN_DIV,"Replace blockquote/bold note with a Learn semantic Div subtype: learn-process, learn-language, learn-principle, learn-transfer, learn-teaching, or learn-note."
6342,low,theory_subsection,#### 1. Error Identification and Correction (C4),Keep as true subsection but clean metadata,Keep as `####` only if it is a genuine Language Focus theory subsection. Move trailing activity code such as `(C3)` into muted metadata if possible.,KEEP_OR_LIGHT_NORMALIZE,Keep if it is a true theory/micro-theory label. Standardize Title Case and punctuation; avoid treating activity codes as student-facing emphasis.
6356,low,theory_subsection,#### 2. Paragraph-Level Transformation (C5),Keep as true subsection but clean metadata,Keep as `####` only if it is a genuine Language Focus theory subsection. Move trailing activity code such as `(C3)` into muted metadata if possible.,KEEP_OR_LIGHT_NORMALIZE,Keep if it is a true theory/micro-theory label. Standardize Title Case and punctuation; avoid treating activity codes as student-facing emphasis.
6369,high,worked_example_label,**Worked example:**,Convert to worked-example component,`worked-example`: demonstrated process/model. Neutral/blue or green if showing correct model.,REVIEW,Review under final Step 1 decisions; avoid changes that conflict with keeping activity subheadings and metadata codes in Markdown.
6381,high,activity_heading,#### Model Rewriting (D1),Convert fake heading to activity component label,"Use an activity container/label. Separate activity family, activity title, and code metadata. Do not style as a structural heading.",REVISE_INSTRUCTION,Keep as an activity subheading. Standardize to Title Case; use em dash before subtitle; keep inline activity code in Markdown; add/standardize subtitle where missing. Do not convert to semantic Div today.
6393,high,student_response_placeholder_label,**Draft Here**,Convert to placeholder/response field component,`placeholder` or response-label style. Visually quiet but clearly writable.,NORMALIZE_PLACEHOLDER,Normalize placeholder wording and optionally wrap in placeholder Div. Preserve placeholder token.
6396,high,activity_heading,#### Revision Chain (D6),Convert fake heading to activity component label,"Use an activity container/label. Separate activity family, activity title, and code metadata. Do not style as a structural heading.",REVISE_INSTRUCTION,Keep as an activity subheading. Standardize to Title Case; use em dash before subtitle; keep inline activity code in Markdown; add/standardize subtitle where missing. Do not convert to semantic Div today.
6398,high,transfer_reminder_callout,"> **Transfer reminder:** In revision, check whether your draft synthesises issues, uses a format that fits the audience, and turns the inputs into clear action. If it still reads like a list of separate source notes, the integration is not yet complete.",Convert to semantic transfer reminder,`transfer-reminder`: application/transfer prompt. Use orange/amber accent.,CONVERT_TO_LEARN_DIV,"Replace blockquote/bold note with a Learn semantic Div subtype: learn-process, learn-language, learn-principle, learn-transfer, learn-teaching, or learn-note."
6418,high,student_response_placeholder_label,**Write Your Revised Version**,Convert to placeholder/response field component,`placeholder` or response-label style. Visually quiet but clearly writable.,NORMALIZE_PLACEHOLDER,Normalize placeholder wording and optionally wrap in placeholder Div. Preserve placeholder token.
6423,high,activity_heading,#### Multi-Part Portfolio Task (E4),Convert fake heading to activity component label,"Use an activity container/label. Separate activity family, activity title, and code metadata. Do not style as a structural heading.",REVISE_INSTRUCTION,Keep as an activity subheading. Standardize to Title Case; use em dash before subtitle; keep inline activity code in Markdown; add/standardize subtitle where missing. Do not convert to semantic Div today.
6427,medium,bold_structural_label,"**Part A — Analysis (NOT SUBMITTED; approximately 60 words):** Write a brief planning note identifying: the main issues, the audiences who need to be addressed, and the most appropriate document format.",Convert bold paragraph label to semantic label,"Use compact label style, not ordinary bold body text competing with headings.",REVIEW,Review under final Step 1 decisions; avoid changes that conflict with keeping activity subheadings and metadata codes in Markdown.
6429,medium,bold_structural_label,**Part B — Full Administrative Document (approximately 200–240 words):** Write the document itself. Choose the format that best fits the scenario:,Convert bold paragraph label to semantic label,"Use compact label style, not ordinary bold body text competing with headings.",REVIEW,Review under final Step 1 decisions; avoid changes that conflict with keeping activity subheadings and metadata codes in Markdown.
6446,high,student_response_placeholder_label,**Planning Notes (Not Submitted)**,Convert to placeholder/response field component,`placeholder` or response-label style. Visually quiet but clearly writable.,NORMALIZE_PLACEHOLDER,Normalize placeholder wording and optionally wrap in placeholder Div. Preserve placeholder token.
6451,low,bold_label_review,**Document 1 - Full Administrative Document**,Review and convert if label is functioning structurally,Likely compact label/component style rather than ordinary bold body text.,REVIEW,Review under final Step 1 decisions; avoid changes that conflict with keeping activity subheadings and metadata codes in Markdown.
6456,high,activity_heading,#### Comparative Peer Review (F2),Convert fake heading to activity component label,"Use an activity container/label. Separate activity family, activity title, and code metadata. Do not style as a structural heading.",REVISE_INSTRUCTION,Keep as an activity subheading. Standardize to Title Case; use em dash before subtitle; keep inline activity code in Markdown; add/standardize subtitle where missing. Do not convert to semantic Div today.
6464,high,activity_heading,#### Self-Editing Checklist (F3),Convert fake heading to activity component label,"Use an activity container/label. Separate activity family, activity title, and code metadata. Do not style as a structural heading.",REVISE_INSTRUCTION,Keep as an activity subheading. Standardize to Title Case; use em dash before subtitle; keep inline activity code in Markdown; add/standardize subtitle where missing. Do not convert to semantic Div today.
6480,high,activity_heading,#### Track-Change Simulation (G3),Convert fake heading to activity component label,"Use an activity container/label. Separate activity family, activity title, and code metadata. Do not style as a structural heading.",REVISE_INSTRUCTION,Keep as an activity subheading. Standardize to Title Case; use em dash before subtitle; keep inline activity code in Markdown; add/standardize subtitle where missing. Do not convert to semantic Div today.
6499,high,student_response_placeholder_label,**Clean Copy**,Convert to placeholder/response field component,`placeholder` or response-label style. Visually quiet but clearly writable.,NORMALIZE_PLACEHOLDER,Normalize placeholder wording and optionally wrap in placeholder Div. Preserve placeholder token.
6504,high,activity_heading,#### Homework Writing Task (H3),Convert fake heading to activity component label,"Use an activity container/label. Separate activity family, activity title, and code metadata. Do not style as a structural heading.",REVISE_INSTRUCTION,Keep as an activity subheading. Standardize to Title Case; use em dash before subtitle; keep inline activity code in Markdown; add/standardize subtitle where missing. Do not convert to semantic Div today.
6517,high,student_response_placeholder_label,**Homework Draft**,Convert to placeholder/response field component,`placeholder` or response-label style. Visually quiet but clearly writable.,NORMALIZE_PLACEHOLDER,Normalize placeholder wording and optionally wrap in placeholder Div. Preserve placeholder token.
6520,high,activity_heading,#### Extension Task (H1),Convert fake heading to activity component label,"Use an activity container/label. Separate activity family, activity title, and code metadata. Do not style as a structural heading.",REVISE_INSTRUCTION,Keep as an activity subheading. Standardize to Title Case; use em dash before subtitle; keep inline activity code in Markdown; add/standardize subtitle where missing. Do not convert to semantic Div today.
